Hmes(G)	Hcons(G)	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt 	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm)
2,920000E+2	2,500000E+2	2,535448E-2	1,000015E-3	2,535410E+1	1,690211E-5	1,000019E-3	1,690179E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	5,720000E-6	1,000000E+0	5,720000E-6
2,320000E+2	2,000000E+2	2,535498E-2	1,000011E-3	2,535470E+1	1,752968E-5	1,000013E-3	1,752945E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	8,237000E-6	1,000000E+0	8,237000E-6
1,720000E+2	1,500000E+2	2,535363E-2	1,000012E-3	2,535333E+1	1,863295E-5	1,000013E-3	1,863271E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	7,522000E-6	1,000000E+0	7,522000E-6
1,150000E+2	1,000000E+2	2,535362E-2	1,000008E-3	2,535342E+1	2,096725E-5	1,000007E-3	2,096710E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	9,375000E-6	1,000000E+0	9,375000E-6
5,500000E+1	5,000000E+1	2,535178E-2	1,000011E-3	2,535150E+1	2,811565E-5	1,000011E-3	2,811534E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	1,612800E-5	1,000000E+0	1,612800E-5
5,100000E+1	0,000000E+0	2,534935E-2	1,000011E-3	2,534907E+1	2,890448E-5	1,000015E-3	2,890405E-2	1,000000E+0	-3,201421E-10	-3,123613E+9	1,761100E-5	1,000000E+0	1,761100E-5
4,900000E+1	-5,000000E+1	2,535019E-2	1,000017E-3	2,534976E+1	2,927404E-5	1,000015E-3	2,927360E-2	1,000000E+0	-2,037268E-10	-4,908534E+9	1,665700E-5	1,000000E+0	1,665700E-5
-5,000000E+0	-1,000000E+2	2,525464E-2	1,000012E-3	2,525434E+1	9,770216E-5	1,000013E-3	9,770089E-2	1,000000E+0	-4,074536E-10	-2,454267E+9	8,515100E-5	1,000000E+0	8,515100E-5
-6,200000E+1	-1,500000E+2	2,535332E-2	1,000012E-3	2,535302E+1	2,654605E-5	1,000012E-3	2,654573E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	1,701900E-5	1,000000E+0	1,701900E-5
-1,200000E+2	-2,000000E+2	2,535355E-2	1,000015E-3	2,535317E+1	2,008858E-5	1,000017E-3	2,008824E-2	1,000000E+0	-1,455192E-10	-6,871945E+9	1,010200E-5	1,000000E+0	1,010200E-5
-1,790000E+2	-2,500000E+2	2,535387E-2	1,000016E-3	2,535346E+1	1,774887E-5	1,000017E-3	1,774857E-2	1,000000E+0	-5,820766E-11	-1,717987E+10	6,709000E-6	1,000000E+0	6,709000E-6
-2,380000E+2	-3,000000E+2	2,535446E-2	1,000019E-3	2,535398E+1	1,651986E-5	1,000015E-3	1,651961E-2	1,000000E+0	-2,910383E-10	-3,435974E+9	6,702000E-6	1,000000E+0	6,702000E-6
-2,970000E+2	-3,500000E+2	2,535429E-2	1,000022E-3	2,535373E+1	1,572510E-5	1,000009E-3	1,572496E-2	1,000000E+0	-1,455192E-10	-6,871945E+9	4,656000E-6	1,000000E+0	4,656000E-6
-3,540000E+2	-4,000000E+2	2,535499E-2	1,000016E-3	2,535458E+1	1,514893E-5	1,000009E-3	1,514879E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	3,804000E-6	1,000000E+0	3,804000E-6
-1,569000E+3	-1,900000E+3	2,534196E-2	1,000018E-3	2,534150E+1	1,143908E-5	1,000009E-3	1,143898E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	1,182000E-6	1,000000E+0	1,182000E-6
-3,081000E+3	-3,400000E+3	2,532405E-2	1,000011E-3	2,532377E+1	9,073717E-6	1,000012E-3	9,073608E-3	1,000000E+0	-2,910383E-10	-3,435974E+9	-3,390000E-6	1,000000E+0	-3,390000E-6
-4,728000E+3	-4,900000E+3	2,530531E-2	1,000010E-3	2,530506E+1	7,177705E-6	1,000012E-3	7,177619E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,202000E-6	1,000000E+0	-1,202000E-6
-6,311000E+3	-6,400000E+3	2,528320E-2	1,000009E-3	2,528297E+1	5,662020E-6	1,000005E-3	5,661992E-3	1,000000E+0	-4,656613E-10	-2,147484E+9	-4,996000E-6	1,000000E+0	-4,996000E-6
-7,868000E+3	-7,900000E+3	2,526404E-2	1,000013E-3	2,526371E+1	4,236061E-6	1,000012E-3	4,236010E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-9,819000E-6	1,000000E+0	-9,819000E-6
-9,375000E+3	-9,400000E+3	2,524322E-2	1,000013E-3	2,524289E+1	3,274827E-6	1,000007E-3	3,274804E-3	1,000000E+0	-4,656613E-10	-2,147484E+9	-6,748000E-6	1,000000E+0	-6,748000E-6
-1,089900E+4	-1,090000E+4	2,522152E-2	1,000012E-3	2,522122E+1	2,598864E-6	1,000004E-3	2,598854E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-8,934000E-6	1,000000E+0	-8,934000E-6
-1,234100E+4	-1,240000E+4	2,520344E-2	1,000018E-3	2,520299E+1	2,323248E-6	1,000013E-3	2,323218E-3	1,000000E+0	-4,365575E-10	-2,290649E+9	-1,049900E-5	1,000000E+0	-1,049900E-5
-1,380000E+4	-1,390000E+4	2,518916E-2	1,000011E-3	2,518888E+1	1,651006E-6	1,000010E-3	1,650990E-3	1,000000E+0	-2,619345E-10	-3,817748E+9	-1,104900E-5	1,000000E+0	-1,104900E-5
-1,496300E+4	-1,500000E+4	2,517738E-2	1,000008E-3	2,517718E+1	1,296327E-6	1,000011E-3	1,296313E-3	1,000000E+0	-4,656613E-10	-2,147484E+9	-1,092600E-5	1,000000E+0	-1,092600E-5
-1,388500E+4	-1,350000E+4	2,519093E-2	1,000015E-3	2,519055E+1	7,152211E-7	1,000012E-3	7,152125E-4	1,000000E+0	-2,910383E-10	-3,435974E+9	-1,178200E-5	1,000000E+0	-1,178200E-5
-1,253400E+4	-1,200000E+4	2,520606E-2	1,000015E-3	2,520568E+1	9,097614E-7	1,000010E-3	9,097523E-4	1,000000E+0	-3,492460E-10	-2,863311E+9	-9,140000E-6	1,000000E+0	-9,140000E-6
-1,105000E+4	-1,050000E+4	2,522370E-2	1,000011E-3	2,522342E+1	1,498513E-6	1,000016E-3	1,498489E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-9,929000E-6	1,000000E+0	-9,929000E-6
-9,512000E+3	-9,000000E+3	2,524446E-2	1,000011E-3	2,524418E+1	2,073382E-6	1,000011E-3	2,073360E-3	1,000000E+0	-5,529728E-10	-1,808407E+9	-1,079800E-5	1,000000E+0	-1,079800E-5
-7,986000E+3	-7,500000E+3	2,526225E-2	1,000006E-3	2,526210E+1	3,101711E-6	1,000011E-3	3,101677E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-5,458000E-6	1,000000E+0	-5,458000E-6
-6,464000E+3	-6,000000E+3	2,528605E-2	1,000016E-3	2,528565E+1	4,349527E-6	1,000009E-3	4,349488E-3	1,000000E+0	-4,947651E-10	-2,021161E+9	-5,990000E-6	1,000000E+0	-5,990000E-6
-4,942000E+3	-4,500000E+3	2,530806E-2	1,000004E-3	2,530796E+1	5,937938E-6	1,000012E-3	5,937867E-3	1,000000E+0	-6,402843E-10	-1,561806E+9	-5,261000E-6	1,000000E+0	-5,261000E-6
-3,361000E+3	-3,000000E+3	2,532799E-2	1,000011E-3	2,532771E+1	7,941684E-6	1,000004E-3	7,941653E-3	1,000000E+0	-4,656613E-10	-2,147484E+9	-2,017000E-6	1,000000E+0	-2,017000E-6
-1,840000E+3	-1,500000E+3	2,534202E-2	1,000007E-3	2,534184E+1	1,025896E-5	1,000009E-3	1,025887E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	2,070000E-7	1,000000E+0	2,070000E-7
-5,400000E+2	-4,000000E+2	2,534909E-2	1,000015E-3	2,534871E+1	1,349182E-5	1,000008E-3	1,349171E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	1,200000E-6	1,000000E+0	1,200000E-6
-4,210000E+2	-3,500000E+2	2,534898E-2	1,000013E-3	2,534865E+1	1,432772E-5	1,000010E-3	1,432757E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	2,620000E-6	1,000000E+0	2,620000E-6
-3,560000E+2	-3,000000E+2	2,535033E-2	1,000012E-3	2,535003E+1	1,486074E-5	1,000014E-3	1,486053E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	3,706000E-6	1,000000E+0	3,706000E-6
-2,940000E+2	-2,500000E+2	2,535084E-2	1,000011E-3	2,535056E+1	1,550049E-5	1,000013E-3	1,550029E-2	1,000000E+0	-6,402843E-10	-1,561806E+9	3,907000E-6	1,000000E+0	3,907000E-6
-2,330000E+2	-2,000000E+2	2,534994E-2	1,000012E-3	2,534964E+1	1,635178E-5	1,000008E-3	1,635165E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	4,866000E-6	1,000000E+0	4,866000E-6
-1,740000E+2	-1,500000E+2	2,534883E-2	1,000007E-3	2,534865E+1	1,772795E-5	1,000006E-3	1,772784E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	5,816000E-6	1,000000E+0	5,816000E-6
-1,140000E+2	-1,000000E+2	2,534992E-2	1,000009E-3	2,534969E+1	2,040926E-5	1,000009E-3	2,040908E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	8,869000E-6	1,000000E+0	8,869000E-6
-5,600000E+1	-5,000000E+1	2,534664E-2	1,000010E-3	2,534639E+1	2,829408E-5	1,000011E-3	2,829377E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	1,570200E-5	1,000000E+0	1,570200E-5
-5,200000E+1	0,000000E+0	2,534572E-2	1,000009E-3	2,534549E+1	2,922656E-5	1,000005E-3	2,922641E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	1,772700E-5	1,000000E+0	1,772700E-5
-5,000000E+1	5,000000E+1	2,534597E-2	1,000009E-3	2,534574E+1	2,965235E-5	1,000006E-3	2,965218E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	1,790900E-5	1,000000E+0	1,790900E-5
4,000000E+0	1,000000E+2	2,528016E-2	1,000013E-3	2,527983E+1	8,471906E-5	1,000014E-3	8,471787E-2	1,000000E+0	-8,731149E-11	-1,145325E+10	7,355200E-5	1,000000E+0	7,355200E-5
6,200000E+1	1,500000E+2	2,534773E-2	1,000009E-3	2,534750E+1	2,606532E-5	1,000010E-3	2,606506E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	1,391200E-5	1,000000E+0	1,391200E-5
1,190000E+2	2,000000E+2	2,534874E-2	1,000010E-3	2,534849E+1	2,015970E-5	1,000013E-3	2,015944E-2	1,000000E+0	-3,201421E-10	-3,123613E+9	9,854000E-6	1,000000E+0	9,854000E-6
1,780000E+2	2,500000E+2	2,535261E-2	1,000014E-3	2,535226E+1	1,812487E-5	1,000014E-3	1,812461E-2	1,000000E+0	-2,328306E-10	-4,294968E+9	6,996000E-6	1,000000E+0	6,996000E-6
2,360000E+2	3,000000E+2	2,534840E-2	1,000013E-3	2,534807E+1	1,713105E-5	1,000007E-3	1,713093E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	5,626000E-6	1,000000E+0	5,626000E-6
2,950000E+2	3,500000E+2	2,535193E-2	1,000010E-3	2,535168E+1	1,657167E-5	1,000012E-3	1,657147E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	6,185000E-6	1,000000E+0	6,185000E-6
3,540000E+2	4,000000E+2	2,534992E-2	1,000011E-3	2,534964E+1	1,621840E-5	1,000010E-3	1,621824E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	3,578000E-6	1,000000E+0	3,578000E-6
1,691000E+3	1,900000E+3	2,533840E-2	1,000008E-3	2,533820E+1	1,587992E-5	1,000010E-3	1,587976E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	3,723000E-6	1,000000E+0	3,723000E-6
3,241000E+3	3,400000E+3	2,532253E-2	1,000015E-3	2,532215E+1	1,744409E-5	1,000015E-3	1,744383E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	4,336000E-6	1,000000E+0	4,336000E-6
4,760000E+3	4,900000E+3	2,530183E-2	1,000010E-3	2,530158E+1	1,834275E-5	1,000014E-3	1,834250E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	4,683000E-6	1,000000E+0	4,683000E-6
6,227000E+3	6,400000E+3	2,528174E-2	1,000013E-3	2,528141E+1	1,859101E-5	1,000013E-3	1,859077E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	3,128000E-6	1,000000E+0	3,128000E-6
7,788000E+3	7,900000E+3	2,525924E-2	1,000016E-3	2,525884E+1	1,901992E-5	1,000014E-3	1,901965E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	5,427000E-6	1,000000E+0	5,427000E-6
9,264000E+3	9,400000E+3	2,523857E-2	1,000010E-3	2,523832E+1	1,929504E-5	1,000012E-3	1,929480E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	6,327000E-6	1,000000E+0	6,327000E-6
1,080500E+4	1,090000E+4	2,521756E-2	1,000010E-3	2,521731E+1	1,922543E-5	1,000013E-3	1,922518E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	5,634000E-6	1,000000E+0	5,634000E-6
1,226100E+4	1,240000E+4	2,520276E-2	1,000012E-3	2,520246E+1	1,916487E-5	1,000012E-3	1,916464E-2	1,000000E+0	-2,910383E-10	-3,435974E+9	6,454000E-6	1,000000E+0	6,454000E-6
1,385400E+4	1,390000E+4	2,518402E-2	1,000010E-3	2,518377E+1	1,884127E-5	1,000008E-3	1,884112E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	5,239000E-6	1,000000E+0	5,239000E-6
1,487200E+4	1,500000E+4	2,517411E-2	1,000013E-3	2,517378E+1	1,909777E-5	1,000008E-3	1,909762E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	7,016000E-6	1,000000E+0	7,016000E-6
