Hmes(G)	Hcons(G)	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt 	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm)
3,211000E+3	3,000000E+3	2,504513E-2	1,000046E-3	2,504398E+1	6,963233E-6	1,000043E-3	6,962933E-3	1,000000E+0	0,000000E+0	Inf	-1,852000E-6	1,000000E+0	-1,852000E-6
2,170000E+3	2,000000E+3	2,504858E-2	1,000050E-3	2,504733E+1	7,097924E-6	1,000042E-3	7,097626E-3	1,000000E+0	5,529728E-10	1,808407E+9	-4,208000E-6	1,000000E+0	-4,208000E-6
1,109000E+3	1,000000E+3	2,505219E-2	1,000042E-3	2,505114E+1	7,458646E-6	1,000045E-3	7,458310E-3	1,000000E+0	2,910383E-10	3,435974E+9	-4,742000E-6	1,000000E+0	-4,742000E-6
4,890000E+2	4,000000E+2	2,505329E-2	1,000045E-3	2,505216E+1	8,273431E-6	1,000042E-3	8,273083E-3	1,000000E+0	3,201421E-10	3,123613E+9	-5,928000E-6	1,000000E+0	-5,928000E-6
4,060000E+2	3,500000E+2	2,505589E-2	1,000040E-3	2,505489E+1	8,517765E-6	1,000043E-3	8,517399E-3	1,000000E+0	-5,820766E-11	-1,717987E+10	-5,303000E-6	1,000000E+0	-5,303000E-6
3,440000E+2	3,000000E+2	2,505455E-2	1,000047E-3	2,505337E+1	8,836438E-6	1,000043E-3	8,836058E-3	1,000000E+0	4,656613E-10	2,147484E+9	-4,545000E-6	1,000000E+0	-4,545000E-6
2,830000E+2	2,500000E+2	2,505421E-2	1,000046E-3	2,505306E+1	9,244129E-6	1,000046E-3	9,243704E-3	1,000000E+0	-2,328306E-10	-4,294968E+9	-1,909000E-6	1,000000E+0	-1,909000E-6
2,250000E+2	2,000000E+2	2,505522E-2	1,000049E-3	2,505399E+1	9,871012E-6	1,000043E-3	9,870587E-3	1,000000E+0	2,910383E-10	3,435974E+9	-3,090000E-7	1,000000E+0	-3,090000E-7
1,660000E+2	1,500000E+2	2,505465E-2	1,000044E-3	2,505355E+1	1,098385E-5	1,000047E-3	1,098333E-2	1,000000E+0	3,783498E-10	2,643057E+9	-9,190000E-7	1,000000E+0	-9,190000E-7
1,070000E+2	1,000000E+2	2,505313E-2	1,000052E-3	2,505183E+1	1,324040E-5	1,000047E-3	1,323978E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	-1,048000E-6	1,000000E+0	-1,048000E-6
4,800000E+1	5,000000E+1	2,505329E-2	1,000051E-3	2,505201E+1	2,082645E-5	1,000048E-3	2,082545E-2	1,000000E+0	6,402843E-10	1,561806E+9	8,291000E-6	1,000000E+0	8,291000E-6
4,500000E+1	0,000000E+0	2,505413E-2	1,000046E-3	2,505298E+1	2,156872E-5	1,000043E-3	2,156779E-2	1,000000E+0	4,365575E-10	2,290649E+9	9,578000E-6	1,000000E+0	9,578000E-6
4,400000E+1	-5,000000E+1	2,505211E-2	1,000044E-3	2,505101E+1	2,192139E-5	1,000045E-3	2,192040E-2	1,000000E+0	5,529728E-10	1,808407E+9	1,284200E-5	1,000000E+0	1,284200E-5
-1,000000E+1	-1,000000E+2	2,503681E-2	1,000043E-3	2,503573E+1	4,952301E-5	1,000045E-3	4,952078E-2	1,000000E+0	-1,455192E-10	-6,871945E+9	3,521000E-5	1,000000E+0	3,521000E-5
-6,800000E+1	-1,500000E+2	2,505521E-2	1,000040E-3	2,505421E+1	1,481233E-5	1,000036E-3	1,481180E-2	1,000000E+0	2,037268E-10	4,908534E+9	8,840000E-7	1,000000E+0	8,840000E-7
-1,270000E+2	-2,000000E+2	2,505219E-2	1,000041E-3	2,505116E+1	1,115053E-5	1,000043E-3	1,115005E-2	1,000000E+0	-1,455192E-10	-6,871945E+9	-1,319000E-6	1,000000E+0	-1,319000E-6
-1,860000E+2	-2,500000E+2	2,505539E-2	1,000045E-3	2,505426E+1	9,800297E-6	1,000048E-3	9,799827E-3	1,000000E+0	-5,820766E-11	-1,717987E+10	-2,738000E-6	1,000000E+0	-2,738000E-6
-2,430000E+2	-3,000000E+2	2,505522E-2	1,000043E-3	2,505414E+1	9,085700E-6	1,000041E-3	9,085328E-3	1,000000E+0	4,365575E-10	2,290649E+9	-2,640000E-6	1,000000E+0	-2,640000E-6
-3,020000E+2	-3,500000E+2	2,505244E-2	1,000044E-3	2,505134E+1	8,666539E-6	1,000040E-3	8,666193E-3	1,000000E+0	4,074536E-10	2,454267E+9	-2,568000E-6	1,000000E+0	-2,568000E-6
-3,610000E+2	-4,000000E+2	2,505355E-2	1,000045E-3	2,505242E+1	8,386394E-6	1,000041E-3	8,386050E-3	1,000000E+0	4,074536E-10	2,454267E+9	-4,435000E-6	1,000000E+0	-4,435000E-6
-1,324000E+3	-1,400000E+3	2,505034E-2	1,000039E-3	2,504936E+1	7,313093E-6	1,000047E-3	7,312749E-3	1,000000E+0	5,820766E-11	1,717987E+10	-5,615000E-6	1,000000E+0	-5,615000E-6
-2,284000E+3	-2,400000E+3	2,504834E-2	1,000047E-3	2,504716E+1	7,163112E-6	1,000043E-3	7,162804E-3	1,000000E+0	8,731149E-11	1,145325E+10	-7,248000E-6	1,000000E+0	-7,248000E-6
-3,330000E+3	-3,400000E+3	2,504254E-2	1,000044E-3	2,504144E+1	7,110504E-6	1,000043E-3	7,110198E-3	1,000000E+0	1,164153E-10	8,589936E+9	-4,774000E-6	1,000000E+0	-4,774000E-6
-4,411000E+3	-4,400000E+3	2,503883E-2	1,000043E-3	2,503775E+1	7,121668E-6	1,000043E-3	7,121362E-3	1,000000E+0	4,074536E-10	2,454267E+9	-5,643000E-6	1,000000E+0	-5,643000E-6
-5,409000E+3	-5,400000E+3	2,503438E-2	1,000042E-3	2,503333E+1	7,113522E-6	1,000045E-3	7,113202E-3	1,000000E+0	2,037268E-10	4,908534E+9	-7,592000E-6	1,000000E+0	-7,592000E-6
-6,396000E+3	-6,400000E+3	2,503253E-2	1,000044E-3	2,503143E+1	7,125593E-6	1,000043E-3	7,125287E-3	1,000000E+0	2,910383E-11	3,435974E+10	-5,490000E-6	1,000000E+0	-5,490000E-6
-7,462000E+3	-7,400000E+3	2,502867E-2	1,000044E-3	2,502757E+1	7,112917E-6	1,000044E-3	7,112604E-3	1,000000E+0	-1,455192E-10	-6,871945E+9	-3,716000E-6	1,000000E+0	-3,716000E-6
-8,488000E+3	-8,400000E+3	2,502496E-2	1,000038E-3	2,502401E+1	7,137864E-6	1,000041E-3	7,137572E-3	1,000000E+0	2,037268E-10	4,908534E+9	-4,602000E-6	1,000000E+0	-4,602000E-6
-9,465000E+3	-9,400000E+3	2,502262E-2	1,000042E-3	2,502157E+1	7,136454E-6	1,000045E-3	7,136133E-3	1,000000E+0	5,820766E-10	1,717987E+9	-3,977000E-6	1,000000E+0	-3,977000E-6
-1,014800E+4	-1,000000E+4	2,501933E-2	1,000035E-3	2,501845E+1	7,107990E-6	1,000043E-3	7,107685E-3	1,000000E+0	2,910383E-10	3,435974E+9	-4,914000E-6	1,000000E+0	-4,914000E-6
-9,249000E+3	-9,000000E+3	2,502278E-2	1,000046E-3	2,502163E+1	7,061715E-6	1,000038E-3	7,061446E-3	1,000000E+0	6,693881E-10	1,493902E+9	-3,626000E-6	1,000000E+0	-3,626000E-6
-8,259000E+3	-8,000000E+3	2,502589E-2	1,000037E-3	2,502496E+1	7,048036E-6	1,000040E-3	7,047754E-3	1,000000E+0	-2,328306E-10	-4,294968E+9	-6,858000E-6	1,000000E+0	-6,858000E-6
-7,270000E+3	-7,000000E+3	2,503102E-2	1,000045E-3	2,502989E+1	7,057189E-6	1,000046E-3	7,056864E-3	1,000000E+0	-2,910383E-11	-3,435974E+10	-4,414000E-6	1,000000E+0	-4,414000E-6
-6,225000E+3	-6,000000E+3	2,503313E-2	1,000048E-3	2,503193E+1	7,050648E-6	1,000049E-3	7,050302E-3	1,000000E+0	-1,455192E-10	-6,871945E+9	-4,923000E-6	1,000000E+0	-4,923000E-6
-5,251000E+3	-5,000000E+3	2,503826E-2	1,000048E-3	2,503706E+1	7,045919E-6	1,000047E-3	7,045588E-3	1,000000E+0	8,731149E-11	1,145325E+10	-4,605000E-6	1,000000E+0	-4,605000E-6
-4,229000E+3	-4,000000E+3	2,504086E-2	1,000044E-3	2,503976E+1	7,067044E-6	1,000045E-3	7,066726E-3	1,000000E+0	-5,820766E-11	-1,717987E+10	-5,713000E-6	1,000000E+0	-5,713000E-6
-3,137000E+3	-3,000000E+3	2,504456E-2	1,000046E-3	2,504341E+1	7,097324E-6	1,000046E-3	7,096997E-3	1,000000E+0	2,328306E-10	4,294968E+9	-2,879000E-6	1,000000E+0	-2,879000E-6
-2,208000E+3	-2,000000E+3	2,504700E-2	1,000041E-3	2,504597E+1	7,169249E-6	1,000046E-3	7,168919E-3	1,000000E+0	3,492460E-10	2,863311E+9	-7,639000E-6	1,000000E+0	-7,639000E-6
-1,109000E+3	-1,000000E+3	2,505212E-2	1,000045E-3	2,505099E+1	7,428673E-6	1,000046E-3	7,428331E-3	1,000000E+0	1,746230E-10	5,726622E+9	-3,303000E-6	1,000000E+0	-3,303000E-6
-4,880000E+2	-4,000000E+2	2,505101E-2	1,000044E-3	2,504991E+1	8,145985E-6	1,000045E-3	8,145619E-3	1,000000E+0	4,074536E-10	2,454267E+9	-4,023000E-6	1,000000E+0	-4,023000E-6
-4,060000E+2	-3,500000E+2	2,505556E-2	1,000050E-3	2,505431E+1	8,400378E-6	1,000046E-3	8,399992E-3	1,000000E+0	1,746230E-10	5,726622E+9	-3,363000E-6	1,000000E+0	-3,363000E-6
-3,430000E+2	-3,000000E+2	2,505210E-2	1,000044E-3	2,505100E+1	8,666141E-6	1,000048E-3	8,665725E-3	1,000000E+0	-2,910383E-11	-3,435974E+10	-5,163000E-6	1,000000E+0	-5,163000E-6
-2,830000E+2	-2,500000E+2	2,505354E-2	1,000048E-3	2,505234E+1	9,058241E-6	1,000047E-3	9,057815E-3	1,000000E+0	3,783498E-10	2,643057E+9	-4,390000E-6	1,000000E+0	-4,390000E-6
-2,240000E+2	-2,000000E+2	2,505278E-2	1,000039E-3	2,505180E+1	9,641570E-6	1,000041E-3	9,641174E-3	1,000000E+0	8,731149E-11	1,145325E+10	-2,775000E-6	1,000000E+0	-2,775000E-6
-1,650000E+2	-1,500000E+2	2,505405E-2	1,000043E-3	2,505297E+1	1,067484E-5	1,000042E-3	1,067439E-2	1,000000E+0	3,201421E-10	3,123613E+9	-5,490000E-7	1,000000E+0	-5,490000E-7
-1,060000E+2	-1,000000E+2	2,505321E-2	1,000040E-3	2,505221E+1	1,283664E-5	1,000043E-3	1,283608E-2	1,000000E+0	-2,910383E-11	-3,435974E+10	2,121000E-6	1,000000E+0	2,121000E-6
-4,700000E+1	-5,000000E+1	2,505220E-2	1,000043E-3	2,505112E+1	2,033901E-5	1,000045E-3	2,033809E-2	1,000000E+0	-5,820766E-11	-1,717987E+10	7,332000E-6	1,000000E+0	7,332000E-6
-4,400000E+1	0,000000E+0	2,505103E-2	1,000044E-3	2,504993E+1	2,122592E-5	1,000042E-3	2,122503E-2	1,000000E+0	2,328306E-10	4,294968E+9	8,007000E-6	1,000000E+0	8,007000E-6
-4,300000E+1	5,000000E+1	2,505009E-2	1,000041E-3	2,504906E+1	2,159186E-5	1,000041E-3	2,159098E-2	1,000000E+0	1,164153E-10	8,589936E+9	6,719000E-6	1,000000E+0	6,719000E-6
1,200000E+1	1,000000E+2	2,504113E-2	1,000040E-3	2,504013E+1	4,595508E-5	1,000043E-3	4,595310E-2	1,000000E+0	6,111804E-10	1,636178E+9	3,083100E-5	1,000000E+0	3,083100E-5
6,900000E+1	1,500000E+2	2,505288E-2	1,000041E-3	2,505185E+1	1,540170E-5	1,000044E-3	1,540103E-2	1,000000E+0	1,164153E-10	8,589936E+9	9,890000E-7	1,000000E+0	9,890000E-7
1,280000E+2	2,000000E+2	2,505498E-2	1,000043E-3	2,505390E+1	1,164323E-5	1,000047E-3	1,164268E-2	1,000000E+0	0,000000E+0	Inf	-8,770000E-7	1,000000E+0	-8,770000E-7
1,870000E+2	2,500000E+2	2,505371E-2	1,000040E-3	2,505271E+1	1,016857E-5	1,000043E-3	1,016813E-2	1,000000E+0	3,783498E-10	2,643057E+9	-4,400000E-6	1,000000E+0	-4,400000E-6
2,440000E+2	3,000000E+2	2,505170E-2	1,000045E-3	2,505057E+1	9,383754E-6	1,000040E-3	9,383379E-3	1,000000E+0	3,201421E-10	3,123613E+9	-4,023000E-6	1,000000E+0	-4,023000E-6
3,030000E+2	3,500000E+2	2,505398E-2	1,000047E-3	2,505280E+1	8,907256E-6	1,000044E-3	8,906864E-3	1,000000E+0	-5,820766E-11	-1,717987E+10	-3,509000E-6	1,000000E+0	-3,509000E-6
3,620000E+2	4,000000E+2	2,505269E-2	1,000043E-3	2,505161E+1	8,569071E-6	1,000042E-3	8,568711E-3	1,000000E+0	6,111804E-10	1,636178E+9	-4,215000E-6	1,000000E+0	-4,215000E-6
1,321000E+3	1,400000E+3	2,504952E-2	1,000043E-3	2,504844E+1	7,264610E-6	1,000045E-3	7,264283E-3	1,000000E+0	-1,455192E-10	-6,871945E+9	-5,039000E-6	1,000000E+0	-5,039000E-6
2,317000E+3	2,400000E+3	2,504522E-2	1,000045E-3	2,504409E+1	7,023896E-6	1,000039E-3	7,023623E-3	1,000000E+0	-5,820766E-11	-1,717987E+10	-5,446000E-6	1,000000E+0	-5,446000E-6
3,373000E+3	3,400000E+3	2,504346E-2	1,000041E-3	2,504243E+1	6,931452E-6	1,000043E-3	6,931154E-3	1,000000E+0	5,820766E-11	1,717987E+10	-6,002000E-6	1,000000E+0	-6,002000E-6
4,347000E+3	4,400000E+3	2,503775E-2	1,000046E-3	2,503660E+1	6,862247E-6	1,000043E-3	6,861952E-3	1,000000E+0	3,783498E-10	2,643057E+9	-5,635000E-6	1,000000E+0	-5,635000E-6
5,379000E+3	5,400000E+3	2,503589E-2	1,000043E-3	2,503481E+1	6,813358E-6	1,000045E-3	6,813051E-3	1,000000E+0	3,783498E-10	2,643057E+9	-4,530000E-6	1,000000E+0	-4,530000E-6
6,417000E+3	6,400000E+3	2,503246E-2	1,000043E-3	2,503138E+1	6,778050E-6	1,000045E-3	6,777745E-3	1,000000E+0	5,529728E-10	1,808407E+9	-6,472000E-6	1,000000E+0	-6,472000E-6
7,457000E+3	7,400000E+3	2,502901E-2	1,000044E-3	2,502791E+1	6,756623E-6	1,000044E-3	6,756326E-3	1,000000E+0	6,402843E-10	1,561806E+9	-4,315000E-6	1,000000E+0	-4,315000E-6
8,449000E+3	8,400000E+3	2,502565E-2	1,000043E-3	2,502457E+1	6,754309E-6	1,000042E-3	6,754026E-3	1,000000E+0	2,910383E-11	3,435974E+10	-3,600000E-6	1,000000E+0	-3,600000E-6
9,506000E+3	9,400000E+3	2,502102E-2	1,000038E-3	2,502007E+1	6,735200E-6	1,000044E-3	6,734904E-3	1,000000E+0	9,313226E-10	1,073742E+9	-4,756000E-6	1,000000E+0	-4,756000E-6
1,015900E+4	1,000000E+4	2,501791E-2	1,000039E-3	2,501693E+1	6,752404E-6	1,000040E-3	6,752134E-3	1,000000E+0	-4,947651E-10	-2,021161E+9	-4,940000E-6	1,000000E+0	-4,940000E-6
