Hmes(G)	Hcons(G)	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt 	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm)
-8,488000E+3	-8,400000E+3	2,479539E-2	1,000043E-3	2,479432E+1	-1,170585E-4	1,000044E-3	-1,170534E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,317480E-4	1,000000E+0	-1,317480E-4
-9,457000E+3	-9,400000E+3	2,479000E-2	1,000044E-3	2,478891E+1	-1,171129E-4	1,000043E-3	-1,171079E-1	1,000000E+0	3,492460E-10	2,863311E+9	-1,324400E-4	1,000000E+0	-1,324400E-4
-1,016400E+4	-1,000000E+4	2,478741E-2	1,000047E-3	2,478625E+1	-1,171583E-4	1,000044E-3	-1,171532E-1	1,000000E+0	3,201421E-10	3,123613E+9	-1,326450E-4	1,000000E+0	-1,326450E-4
-9,279000E+3	-9,000000E+3	2,479069E-2	1,000045E-3	2,478957E+1	-1,171114E-4	1,000039E-3	-1,171069E-1	1,000000E+0	-1,455192E-10	-6,871945E+9	-1,322330E-4	1,000000E+0	-1,322330E-4
-8,252000E+3	-8,000000E+3	2,479356E-2	1,000045E-3	2,479244E+1	-1,170410E-4	1,000038E-3	-1,170365E-1	1,000000E+0	8,731149E-11	1,145325E+10	-1,313640E-4	1,000000E+0	-1,313640E-4
-7,298000E+3	-7,000000E+3	2,479926E-2	1,000041E-3	2,479824E+1	-1,169835E-4	1,000038E-3	-1,169791E-1	1,000000E+0	5,820766E-11	1,717987E+10	-1,313240E-4	1,000000E+0	-1,313240E-4
-6,272000E+3	-6,000000E+3	2,480262E-2	1,000036E-3	2,480173E+1	-1,169005E-4	1,000037E-3	-1,168962E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,321220E-4	1,000000E+0	-1,321220E-4
-5,179000E+3	-5,000000E+3	2,480507E-2	1,000042E-3	2,480403E+1	-1,168340E-4	1,000041E-3	-1,168292E-1	1,000000E+0	1,164153E-10	8,589936E+9	-1,337190E-4	1,000000E+0	-1,337190E-4
-4,251000E+3	-4,000000E+3	2,480867E-2	1,000042E-3	2,480763E+1	-1,167458E-4	1,000040E-3	-1,167411E-1	1,000000E+0	0,000000E+0	Inf	-1,322450E-4	1,000000E+0	-1,322450E-4
-3,157000E+3	-3,000000E+3	2,481195E-2	1,000043E-3	2,481088E+1	-1,166410E-4	1,000043E-3	-1,166360E-1	1,000000E+0	4,947651E-10	2,021161E+9	-1,319810E-4	1,000000E+0	-1,319810E-4
-2,139000E+3	-2,000000E+3	2,481767E-2	1,000046E-3	2,481653E+1	-1,165425E-4	1,000040E-3	-1,165378E-1	1,000000E+0	4,656613E-10	2,147484E+9	-1,313720E-4	1,000000E+0	-1,313720E-4
-1,141000E+3	-1,000000E+3	2,482119E-2	1,000039E-3	2,482022E+1	-1,164075E-4	1,000038E-3	-1,164031E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,290390E-4	1,000000E+0	-1,290390E-4
-4,920000E+2	-4,000000E+2	2,482448E-2	1,000046E-3	2,482334E+1	-1,162857E-4	1,000039E-3	-1,162811E-1	1,000000E+0	3,201421E-10	3,123613E+9	-1,279920E-4	1,000000E+0	-1,279920E-4
-4,060000E+2	-3,500000E+2	2,482330E-2	1,000041E-3	2,482228E+1	-1,162551E-4	1,000040E-3	-1,162504E-1	1,000000E+0	-1,746230E-10	-5,726622E+9	-1,334140E-4	1,000000E+0	-1,334140E-4
-3,430000E+2	-3,000000E+2	2,482388E-2	1,000035E-3	2,482301E+1	-1,162480E-4	1,000041E-3	-1,162433E-1	1,000000E+0	-3,201421E-10	-3,123613E+9	-1,292530E-4	1,000000E+0	-1,292530E-4
-2,830000E+2	-2,500000E+2	2,482548E-2	1,000043E-3	2,482441E+1	-1,162093E-4	1,000041E-3	-1,162045E-1	1,000000E+0	1,746230E-10	5,726622E+9	-1,312380E-4	1,000000E+0	-1,312380E-4
-2,240000E+2	-2,000000E+2	2,482615E-2	1,000042E-3	2,482511E+1	-1,161867E-4	1,000040E-3	-1,161820E-1	1,000000E+0	-5,820766E-11	-1,717987E+10	-1,300520E-4	1,000000E+0	-1,300520E-4
-1,660000E+2	-1,500000E+2	2,482667E-2	1,000041E-3	2,482565E+1	-1,161454E-4	1,000041E-3	-1,161406E-1	1,000000E+0	-1,746230E-10	-5,726622E+9	-1,329000E-4	1,000000E+0	-1,329000E-4
-1,070000E+2	-1,000000E+2	2,482750E-2	1,000037E-3	2,482658E+1	-1,160656E-4	1,000042E-3	-1,160607E-1	1,000000E+0	-1,455192E-10	-6,871945E+9	-1,299860E-4	1,000000E+0	-1,299860E-4
-4,800000E+1	-5,000000E+1	2,483339E-2	1,000040E-3	2,483240E+1	-1,158496E-4	1,000040E-3	-1,158450E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,300240E-4	1,000000E+0	-1,300240E-4
-4,400000E+1	0,000000E+0	2,483329E-2	1,000039E-3	2,483232E+1	-1,158126E-4	1,000037E-3	-1,158083E-1	1,000000E+0	8,731149E-11	1,145325E+10	-1,293170E-4	1,000000E+0	-1,293170E-4
-4,300000E+1	5,000000E+1	2,483389E-2	1,000038E-3	2,483295E+1	-1,158010E-4	1,000039E-3	-1,157965E-1	1,000000E+0	4,074536E-10	2,454267E+9	-1,317250E-4	1,000000E+0	-1,317250E-4
1,100000E+1	1,000000E+2	2,484104E-2	1,000046E-3	2,483990E+1	-1,145473E-4	1,000043E-3	-1,145424E-1	1,000000E+0	1,164153E-10	8,589936E+9	-1,293130E-4	1,000000E+0	-1,293130E-4
6,900000E+1	1,500000E+2	2,482782E-2	1,000034E-3	2,482698E+1	-1,159927E-4	1,000037E-3	-1,159884E-1	1,000000E+0	2,328306E-10	4,294968E+9	-1,316990E-4	1,000000E+0	-1,316990E-4
1,270000E+2	2,000000E+2	2,482717E-2	1,000039E-3	2,482620E+1	-1,160772E-4	1,000042E-3	-1,160723E-1	1,000000E+0	8,731149E-11	1,145325E+10	-1,308000E-4	1,000000E+0	-1,308000E-4
1,860000E+2	2,500000E+2	2,482615E-2	1,000043E-3	2,482508E+1	-1,161258E-4	1,000043E-3	-1,161208E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,312800E-4	1,000000E+0	-1,312800E-4
2,450000E+2	3,000000E+2	2,482514E-2	1,000040E-3	2,482415E+1	-1,161656E-4	1,000040E-3	-1,161610E-1	1,000000E+0	5,820766E-11	1,717987E+10	-1,312200E-4	1,000000E+0	-1,312200E-4
3,020000E+2	3,500000E+2	2,482574E-2	1,000042E-3	2,482470E+1	-1,162172E-4	1,000045E-3	-1,162120E-1	1,000000E+0	-8,731149E-11	-1,145325E+10	-1,276720E-4	1,000000E+0	-1,276720E-4
3,610000E+2	4,000000E+2	2,482481E-2	1,000042E-3	2,482377E+1	-1,162173E-4	1,000044E-3	-1,162122E-1	1,000000E+0	-1,455192E-10	-6,871945E+9	-1,316720E-4	1,000000E+0	-1,316720E-4
1,325000E+3	1,400000E+3	2,482087E-2	1,000043E-3	2,481980E+1	-1,165000E-4	1,000037E-3	-1,164956E-1	1,000000E+0	5,820766E-11	1,717987E+10	-1,283480E-4	1,000000E+0	-1,283480E-4
2,294000E+3	2,400000E+3	2,481490E-2	1,000038E-3	2,481396E+1	-1,166725E-4	1,000040E-3	-1,166679E-1	1,000000E+0	5,820766E-11	1,717987E+10	-1,296430E-4	1,000000E+0	-1,296430E-4
3,368000E+3	3,400000E+3	2,481253E-2	1,000034E-3	2,481169E+1	-1,167949E-4	1,000037E-3	-1,167906E-1	1,000000E+0	8,731149E-11	1,145325E+10	-1,301390E-4	1,000000E+0	-1,301390E-4
4,399000E+3	4,400000E+3	2,480826E-2	1,000037E-3	2,480734E+1	-1,169107E-4	1,000038E-3	-1,169062E-1	1,000000E+0	-2,910383E-11	-3,435974E+10	-1,309130E-4	1,000000E+0	-1,309130E-4
5,379000E+3	5,400000E+3	2,480548E-2	1,000039E-3	2,480451E+1	-1,170137E-4	1,000038E-3	-1,170092E-1	1,000000E+0	3,492460E-10	2,863311E+9	-1,327290E-4	1,000000E+0	-1,327290E-4
6,468000E+3	6,400000E+3	2,480019E-2	1,000035E-3	2,479932E+1	-1,171327E-4	1,000039E-3	-1,171282E-1	1,000000E+0	3,492460E-10	2,863311E+9	-1,317250E-4	1,000000E+0	-1,317250E-4
7,386000E+3	7,400000E+3	2,479750E-2	1,000040E-3	2,479651E+1	-1,172222E-4	1,000036E-3	-1,172180E-1	1,000000E+0	-5,820766E-11	-1,717987E+10	-1,289330E-4	1,000000E+0	-1,289330E-4
8,461000E+3	8,400000E+3	2,479279E-2	1,000040E-3	2,479180E+1	-1,173017E-4	1,000040E-3	-1,172970E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,265460E-4	1,000000E+0	-1,265460E-4
9,504000E+3	9,400000E+3	2,478960E-2	1,000042E-3	2,478856E+1	-1,173845E-4	1,000039E-3	-1,173800E-1	1,000000E+0	1,164153E-10	8,589936E+9	-1,325440E-4	1,000000E+0	-1,325440E-4
1,015100E+4	1,000000E+4	2,478707E-2	1,000042E-3	2,478603E+1	-1,174240E-4	1,000041E-3	-1,174192E-1	1,000000E+0	2,910383E-11	3,435974E+10	-1,296170E-4	1,000000E+0	-1,296170E-4
