Ang. Meas. (°)	Ang. Cons. (°))	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm).1	Temp (K)	Applied Field (G)
5,999200E+1	6,000000E+1	2,511465E-2	9,999993E-4	2,511467E+1	2,690946E-5	1,000003E-3	2,690938E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	1,378600E-5	1,000000E+0	1,378600E-5	2,932100E+2	5,089000E+3
6,999128E+1	7,000000E+1	2,509011E-2	9,999966E-4	2,509020E+1	3,639776E-5	1,000002E-3	3,639769E-2	1,000000E+0	-9,313226E-10	-1,073742E+9	2,368600E-5	1,000000E+0	2,368600E-5	2,932200E+2	5,089000E+3
7,999136E+1	8,000000E+1	2,504893E-2	1,000001E-3	2,504890E+1	5,747885E-5	1,000002E-3	5,747873E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	4,176100E-5	1,000000E+0	4,176100E-5	2,932300E+2	5,090000E+3
8,999168E+1	9,000000E+1	2,470489E-2	9,999989E-4	2,470492E+1	2,919193E-5	1,000003E-3	2,919185E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	1,406300E-5	1,000000E+0	1,406300E-5	2,932400E+2	5,090000E+3
9,999032E+1	1,000000E+2	2,504977E-2	1,000006E-3	2,504962E+1	-3,306569E-5	1,000001E-3	-3,306565E-2	1,000000E+0	-6,402843E-10	-1,561806E+9	-4,616000E-5	1,000000E+0	-4,616000E-5	2,932500E+2	5,090000E+3
1,099900E+2	1,100000E+2	2,509271E-2	1,000001E-3	2,509268E+1	-1,292464E-5	1,000005E-3	-1,292457E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	-2,796100E-5	1,000000E+0	-2,796100E-5	2,932600E+2	5,090000E+3
1,199915E+2	1,200000E+2	2,511935E-2	1,000001E-3	2,511932E+1	-6,078361E-6	1,000000E-3	-6,078361E-3	1,000000E+0	-7,858034E-10	-1,272583E+9	-1,917300E-5	1,000000E+0	-1,917300E-5	2,932800E+2	5,090000E+3
1,299918E+2	1,300000E+2	2,514212E-2	9,999956E-4	2,514223E+1	-2,653007E-6	9,999977E-4	-2,653013E-3	1,000000E+0	-6,693881E-10	-1,493902E+9	-1,950400E-5	1,000000E+0	-1,950400E-5	2,932800E+2	5,091000E+3
1,399902E+2	1,400000E+2	2,515791E-2	9,999975E-4	2,515797E+1	-7,315582E-7	1,000003E-3	-7,315560E-4	1,000000E+0	-4,947651E-10	-2,021161E+9	-1,404200E-5	1,000000E+0	-1,404200E-5	2,932900E+2	5,091000E+3
1,499914E+2	1,500000E+2	2,516977E-2	1,000000E-3	2,516977E+1	4,369864E-7	9,999996E-4	4,369866E-4	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,359100E-5	1,000000E+0	-1,359100E-5	2,933100E+2	5,091000E+3
1,599898E+2	1,600000E+2	2,517911E-2	1,000002E-3	2,517906E+1	1,258397E-6	1,000002E-3	1,258395E-3	1,000000E+0	-9,604264E-10	-1,041204E+9	-1,598300E-5	1,000000E+0	-1,598300E-5	2,933200E+2	5,091000E+3
1,699904E+2	1,700000E+2	2,518566E-2	1,000003E-3	2,518558E+1	1,933051E-6	9,999975E-4	1,933056E-3	1,000000E+0	-7,858034E-10	-1,272583E+9	-1,425200E-5	1,000000E+0	-1,425200E-5	2,933200E+2	5,091000E+3
1,799914E+2	1,800000E+2	2,518893E-2	9,999969E-4	2,518901E+1	2,625406E-6	9,999960E-4	2,625417E-3	1,000000E+0	-7,566996E-10	-1,321528E+9	-1,358200E-5	1,000000E+0	-1,358200E-5	2,933300E+2	5,091000E+3
1,899914E+2	1,900000E+2	2,518630E-2	1,000002E-3	2,518625E+1	3,375801E-6	1,000002E-3	3,375795E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,434600E-5	1,000000E+0	-1,434600E-5	2,933300E+2	5,091000E+3
1,999911E+2	2,000000E+2	2,518296E-2	9,999990E-4	2,518299E+1	4,239159E-6	9,999934E-4	4,239187E-3	1,000000E+0	-7,858034E-10	-1,272583E+9	-9,695000E-6	1,000000E+0	-9,695000E-6	2,933500E+2	5,091000E+3
2,099904E+2	2,100000E+2	2,517539E-2	9,999973E-4	2,517546E+1	4,840884E-6	9,999984E-4	4,840891E-3	1,000000E+0	-5,820766E-11	-1,717987E+10	-1,038800E-5	1,000000E+0	-1,038800E-5	2,933500E+2	5,091000E+3
2,199914E+2	2,200000E+2	2,516436E-2	9,999989E-4	2,516439E+1	5,452770E-6	1,000001E-3	5,452764E-3	1,000000E+0	-6,402843E-10	-1,561806E+9	-9,863000E-6	1,000000E+0	-9,863000E-6	2,933700E+2	5,091000E+3
2,299912E+2	2,300000E+2	2,514867E-2	9,999983E-4	2,514871E+1	6,829734E-6	9,999980E-4	6,829748E-3	1,000000E+0	-3,201421E-10	-3,123613E+9	-7,814000E-6	1,000000E+0	-7,814000E-6	2,933700E+2	5,091000E+3
2,399917E+2	2,400000E+2	2,512755E-2	9,999975E-4	2,512761E+1	9,638791E-6	9,999959E-4	9,638831E-3	1,000000E+0	-1,105946E-9	-9,042033E+8	-6,699000E-6	1,000000E+0	-6,699000E-6	2,933700E+2	5,090000E+3
2,499918E+2	2,500000E+2	2,510059E-2	9,999993E-4	2,510061E+1	1,600638E-5	9,999987E-4	1,600640E-2	1,000000E+0	-1,164153E-9	-8,589936E+8	3,840000E-7	1,000000E+0	3,840000E-7	2,933700E+2	5,090000E+3
2,599927E+2	2,600000E+2	2,505394E-2	9,999977E-4	2,505400E+1	3,422250E-5	9,999993E-4	3,422253E-2	1,000000E+0	-9,604264E-10	-1,041204E+9	1,615800E-5	1,000000E+0	1,615800E-5	2,933600E+2	5,089000E+3
2,699904E+2	2,700000E+2	2,470679E-2	9,999969E-4	2,470687E+1	8,633606E-6	9,999987E-4	8,633617E-3	1,000000E+0	-7,275958E-10	-1,374389E+9	-8,512000E-6	1,000000E+0	-8,512000E-6	2,933400E+2	5,089000E+3
2,799931E+2	2,800000E+2	2,504606E-2	9,999982E-4	2,504611E+1	-5,641871E-5	1,000001E-3	-5,641866E-2	1,000000E+0	-1,018634E-9	-9,817069E+8	-7,629500E-5	1,000000E+0	-7,629500E-5	2,933400E+2	5,088000E+3
2,899928E+2	2,900000E+2	2,508514E-2	9,999976E-4	2,508520E+1	-3,300764E-5	1,000001E-3	-3,300760E-2	1,000000E+0	-7,858034E-10	-1,272583E+9	-5,093900E-5	1,000000E+0	-5,093900E-5	2,933200E+2	5,088000E+3
2,999902E+2	3,000000E+2	2,511171E-2	9,999998E-4	2,511172E+1	-2,294452E-5	9,999984E-4	-2,294456E-2	1,000000E+0	-4,074536E-10	-2,454267E+9	-4,118200E-5	1,000000E+0	-4,118200E-5	2,933100E+2	5,087000E+3
