Hmes(G)	Hcons(G)	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt 	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm)
1,106900E+4	1,050000E+4	2,521161E-2	1,000015E-3	2,521123E+1	1,588237E-6	1,000010E-3	1,588221E-3	1,000000E+0	-4,656613E-10	-2,147484E+9	-1,272000E-5	1,000000E+0	-1,272000E-5
9,606000E+3	9,000000E+3	2,523051E-2	1,000005E-3	2,523038E+1	9,933498E-7	1,000009E-3	9,933409E-4	1,000000E+0	-4,365575E-10	-2,290649E+9	-1,158300E-5	1,000000E+0	-1,158300E-5
8,038000E+3	7,500000E+3	2,525211E-2	1,000006E-3	2,525196E+1	2,871108E-7	1,000010E-3	2,871079E-4	1,000000E+0	-5,529728E-10	-1,808407E+9	-1,424400E-5	1,000000E+0	-1,424400E-5
6,385000E+3	6,000000E+3	2,527135E-2	1,000005E-3	2,527122E+1	-7,426237E-7	1,000005E-3	-7,426200E-4	1,000000E+0	-5,529728E-10	-1,808407E+9	-1,358000E-5	1,000000E+0	-1,358000E-5
4,801000E+3	4,500000E+3	2,529303E-2	1,000005E-3	2,529290E+1	-2,178033E-6	1,000010E-3	-2,178011E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,654800E-5	1,000000E+0	-1,654800E-5
3,293000E+3	3,000000E+3	2,531238E-2	1,000011E-3	2,531210E+1	-3,747928E-6	1,000012E-3	-3,747883E-3	1,000000E+0	-4,365575E-10	-2,290649E+9	-1,999400E-5	1,000000E+0	-1,999400E-5
1,731000E+3	1,500000E+3	2,532961E-2	1,000010E-3	2,532936E+1	-5,608125E-6	1,000012E-3	-5,608058E-3	1,000000E+0	-4,656613E-10	-2,147484E+9	-1,947200E-5	1,000000E+0	-1,947200E-5
5,850000E+2	4,000000E+2	2,533725E-2	1,000012E-3	2,533695E+1	-6,203510E-6	1,000012E-3	-6,203435E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,826600E-5	1,000000E+0	-1,826600E-5
4,200000E+2	3,500000E+2	2,533631E-2	1,000008E-3	2,533611E+1	-5,918642E-6	1,000010E-3	-5,918583E-3	1,000000E+0	-1,426088E-9	-7,012190E+8	-1,924400E-5	1,000000E+0	-1,924400E-5
3,550000E+2	3,000000E+2	2,533758E-2	1,000010E-3	2,533733E+1	-5,619289E-6	1,000011E-3	-5,619227E-3	1,000000E+0	-4,947651E-10	-2,021161E+9	-1,820400E-5	1,000000E+0	-1,820400E-5
2,920000E+2	2,500000E+2	2,533866E-2	1,000007E-3	2,533848E+1	-5,164322E-6	1,000006E-3	-5,164291E-3	1,000000E+0	-4,947651E-10	-2,021161E+9	-1,681000E-5	1,000000E+0	-1,681000E-5
2,330000E+2	2,000000E+2	2,533959E-2	1,000009E-3	2,533936E+1	-4,450240E-6	1,000011E-3	-4,450191E-3	1,000000E+0	-6,693881E-10	-1,493902E+9	-1,480900E-5	1,000000E+0	-1,480900E-5
1,730000E+2	1,500000E+2	2,534080E-2	1,000011E-3	2,534052E+1	-3,205448E-6	1,000011E-3	-3,205413E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,689200E-5	1,000000E+0	-1,689200E-5
1,130000E+2	1,000000E+2	2,534077E-2	1,000010E-3	2,534052E+1	-5,560307E-7	1,000004E-3	-5,560284E-4	1,000000E+0	-3,492460E-10	-2,863311E+9	-1,091500E-5	1,000000E+0	-1,091500E-5
5,500000E+1	5,000000E+1	2,534076E-2	1,000005E-3	2,534063E+1	7,647750E-6	1,000005E-3	7,647711E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-3,595000E-6	1,000000E+0	-3,595000E-6
5,100000E+1	0,000000E+0	2,534203E-2	1,000009E-3	2,534180E+1	8,601337E-6	1,000006E-3	8,601285E-3	1,000000E+0	-6,402843E-10	-1,561806E+9	-2,314000E-6	1,000000E+0	-2,314000E-6
4,900000E+1	-5,000000E+1	2,534153E-2	1,000010E-3	2,534128E+1	9,017074E-6	1,000009E-3	9,016992E-3	1,000000E+0	-4,365575E-10	-2,290649E+9	-4,069000E-6	1,000000E+0	-4,069000E-6
-5,000000E+0	-1,000000E+2	2,526421E-2	1,000007E-3	2,526403E+1	8,717631E-5	1,000007E-3	8,717570E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	7,186600E-5	1,000000E+0	7,186600E-5
-6,300000E+1	-1,500000E+2	2,533998E-2	1,000001E-3	2,533995E+1	5,525509E-6	1,000004E-3	5,525486E-3	1,000000E+0	-3,492460E-10	-2,863311E+9	-9,642000E-6	1,000000E+0	-9,642000E-6
-1,200000E+2	-2,000000E+2	2,534152E-2	1,000009E-3	2,534129E+1	-1,440210E-6	1,000016E-3	-1,440187E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-1,446600E-5	1,000000E+0	-1,446600E-5
-1,790000E+2	-2,500000E+2	2,534085E-2	1,000011E-3	2,534057E+1	-3,988840E-6	1,000010E-3	-3,988800E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-1,655500E-5	1,000000E+0	-1,655500E-5
-2,370000E+2	-3,000000E+2	2,534094E-2	1,000007E-3	2,534076E+1	-5,336938E-6	1,000013E-3	-5,336868E-3	1,000000E+0	-9,022187E-10	-1,108379E+9	-2,149400E-5	1,000000E+0	-2,149400E-5
-2,960000E+2	-3,500000E+2	2,534102E-2	1,000015E-3	2,534064E+1	-6,240834E-6	1,000014E-3	-6,240747E-3	1,000000E+0	-2,037268E-10	-4,908534E+9	-2,063300E-5	1,000000E+0	-2,063300E-5
-3,550000E+2	-4,000000E+2	2,534051E-2	1,000013E-3	2,534018E+1	-6,879374E-6	1,000010E-3	-6,879305E-3	1,000000E+0	-2,328306E-10	-4,294968E+9	-1,948300E-5	1,000000E+0	-1,948300E-5
-1,714000E+3	-1,900000E+3	2,532866E-2	1,000013E-3	2,532833E+1	-1,120441E-5	1,000011E-3	-1,120428E-2	1,000000E+0	-2,619345E-10	-3,817748E+9	-2,494500E-5	1,000000E+0	-2,494500E-5
-3,245000E+3	-3,400000E+3	2,530891E-2	1,000010E-3	2,530866E+1	-1,315332E-5	1,000013E-3	-1,315315E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	-2,899600E-5	1,000000E+0	-2,899600E-5
-4,578000E+3	-4,900000E+3	2,529034E-2	1,000013E-3	2,529001E+1	-1,440616E-5	1,000013E-3	-1,440597E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	-3,021600E-5	1,000000E+0	-3,021600E-5
-6,085000E+3	-6,400000E+3	2,526783E-2	1,000012E-3	2,526753E+1	-1,532997E-5	1,000011E-3	-1,532980E-2	1,000000E+0	-2,328306E-10	-4,294968E+9	-2,951700E-5	1,000000E+0	-2,951700E-5
-7,705000E+3	-7,900000E+3	2,524630E-2	1,000016E-3	2,524590E+1	-1,593290E-5	1,000009E-3	-1,593276E-2	1,000000E+0	-7,566996E-10	-1,321528E+9	-2,883700E-5	1,000000E+0	-2,883700E-5
-9,212000E+3	-9,400000E+3	2,522479E-2	1,000014E-3	2,522444E+1	-1,626545E-5	1,000014E-3	-1,626522E-2	1,000000E+0	-9,604264E-10	-1,041204E+9	-3,036800E-5	1,000000E+0	-3,036800E-5
-1,081300E+4	-1,090000E+4	2,520454E-2	1,000011E-3	2,520426E+1	-1,651542E-5	1,000009E-3	-1,651527E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	-3,050000E-5	1,000000E+0	-3,050000E-5
-1,238200E+4	-1,240000E+4	2,518520E-2	1,000016E-3	2,518480E+1	-1,663712E-5	1,000016E-3	-1,663685E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	-2,846200E-5	1,000000E+0	-2,846200E-5
-1,381900E+4	-1,390000E+4	2,516917E-2	1,000013E-3	2,516884E+1	-1,657506E-5	1,000008E-3	-1,657492E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	-3,188600E-5	1,000000E+0	-3,188600E-5
-1,484200E+4	-1,500000E+4	2,515560E-2	1,000008E-3	2,515540E+1	-1,654910E-5	1,000008E-3	-1,654897E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	-2,766000E-5	1,000000E+0	-2,766000E-5
-1,403400E+4	-1,350000E+4	2,516402E-2	1,000015E-3	2,516364E+1	-1,644812E-5	1,000010E-3	-1,644795E-2	1,000000E+0	-4,074536E-10	-2,454267E+9	-2,917700E-5	1,000000E+0	-2,917700E-5
-1,255300E+4	-1,200000E+4	2,517621E-2	1,000011E-3	2,517593E+1	-1,621173E-5	1,000009E-3	-1,621159E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	-2,884400E-5	1,000000E+0	-2,884400E-5
-1,103800E+4	-1,050000E+4	2,518981E-2	1,000006E-3	2,518966E+1	-1,600632E-5	1,000009E-3	-1,600618E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	-2,928000E-5	1,000000E+0	-2,928000E-5
-9,415000E+3	-9,000000E+3	2,520686E-2	1,000007E-3	2,520668E+1	-1,565225E-5	1,000010E-3	-1,565209E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	-2,921800E-5	1,000000E+0	-2,921800E-5
-8,113000E+3	-7,500000E+3	2,522974E-2	1,000012E-3	2,522944E+1	-1,526700E-5	1,000006E-3	-1,526691E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	-3,038200E-5	1,000000E+0	-3,038200E-5
-6,561000E+3	-6,000000E+3	2,525116E-2	1,000011E-3	2,525088E+1	-1,466196E-5	1,000007E-3	-1,466185E-2	1,000000E+0	-7,566996E-10	-1,321528E+9	-2,868200E-5	1,000000E+0	-2,868200E-5
-4,988000E+3	-4,500000E+3	2,526992E-2	1,000009E-3	2,526969E+1	-1,370043E-5	1,000011E-3	-1,370028E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	-2,796500E-5	1,000000E+0	-2,796500E-5
-3,407000E+3	-3,000000E+3	2,528957E-2	1,000004E-3	2,528947E+1	-1,227156E-5	1,000009E-3	-1,227145E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	-2,764500E-5	1,000000E+0	-2,764500E-5
-1,832000E+3	-1,500000E+3	2,530446E-2	1,000014E-3	2,530411E+1	-1,011894E-5	1,000011E-3	-1,011883E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	-2,397100E-5	1,000000E+0	-2,397100E-5
-6,800000E+2	-4,000000E+2	2,531546E-2	1,000012E-3	2,531516E+1	-7,072196E-6	1,000009E-3	-7,072132E-3	1,000000E+0	-5,529728E-10	-1,808407E+9	-2,076400E-5	1,000000E+0	-2,076400E-5
-4,240000E+2	-3,500000E+2	2,531613E-2	1,000008E-3	2,531593E+1	-6,602343E-6	1,000009E-3	-6,602284E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-2,084900E-5	1,000000E+0	-2,084900E-5
-3,550000E+2	-3,000000E+2	2,531840E-2	1,000008E-3	2,531820E+1	-6,188824E-6	1,000005E-3	-6,188793E-3	1,000000E+0	-7,858034E-10	-1,272583E+9	-1,870100E-5	1,000000E+0	-1,870100E-5
-2,940000E+2	-2,500000E+2	2,531839E-2	1,000003E-3	2,531831E+1	-5,660025E-6	1,000006E-3	-5,659991E-3	1,000000E+0	-3,492460E-10	-2,863311E+9	-1,880000E-5	1,000000E+0	-1,880000E-5
-2,330000E+2	-2,000000E+2	2,531933E-2	1,000012E-3	2,531903E+1	-4,872010E-6	1,000015E-3	-4,871937E-3	1,000000E+0	-3,201421E-10	-3,123613E+9	-2,053200E-5	1,000000E+0	-2,053200E-5
-1,750000E+2	-1,500000E+2	2,531941E-2	1,000015E-3	2,531903E+1	-3,473318E-6	1,000010E-3	-3,473283E-3	1,000000E+0	-6,984919E-10	-1,431656E+9	-1,832900E-5	1,000000E+0	-1,832900E-5
-1,150000E+2	-1,000000E+2	2,531991E-2	1,000008E-3	2,531971E+1	-6,517916E-7	1,000008E-3	-6,517864E-4	1,000000E+0	-5,820766E-10	-1,717987E+9	-1,525700E-5	1,000000E+0	-1,525700E-5
-5,600000E+1	-5,000000E+1	2,531934E-2	1,000006E-3	2,531919E+1	8,281463E-6	1,000008E-3	8,281397E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-6,557000E-6	1,000000E+0	-6,557000E-6
-5,200000E+1	0,000000E+0	2,532000E-2	1,000010E-3	2,531975E+1	9,267345E-6	1,000009E-3	9,267262E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-3,817000E-6	1,000000E+0	-3,817000E-6
-5,100000E+1	5,000000E+1	2,532160E-2	1,000014E-3	2,532125E+1	9,657431E-6	1,000011E-3	9,657324E-3	1,000000E+0	-6,402843E-10	-1,561806E+9	-5,928000E-6	1,000000E+0	-5,928000E-6
3,000000E+0	1,000000E+2	2,527296E-2	1,000016E-3	2,527256E+1	7,523306E-5	1,000009E-3	7,523239E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	5,531100E-5	1,000000E+0	5,531100E-5
6,100000E+1	1,500000E+2	2,531975E-2	1,000013E-3	2,531942E+1	5,240743E-6	1,000015E-3	5,240665E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-7,765000E-6	1,000000E+0	-7,765000E-6
1,190000E+2	2,000000E+2	2,532058E-2	1,000008E-3	2,532038E+1	-1,154436E-6	1,000010E-3	-1,154424E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-1,695600E-5	1,000000E+0	-1,695600E-5
1,770000E+2	2,500000E+2	2,532100E-2	1,000004E-3	2,532090E+1	-3,463562E-6	1,000011E-3	-3,463524E-3	1,000000E+0	-4,365575E-10	-2,290649E+9	-1,981900E-5	1,000000E+0	-1,981900E-5
2,360000E+2	3,000000E+2	2,531900E-2	1,000010E-3	2,531875E+1	-4,622248E-6	1,000014E-3	-4,622183E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-2,032000E-5	1,000000E+0	-2,032000E-5
2,940000E+2	3,500000E+2	2,531824E-2	1,000008E-3	2,531804E+1	-5,288248E-6	1,000006E-3	-5,288216E-3	1,000000E+0	-6,984919E-10	-1,431656E+9	-1,888400E-5	1,000000E+0	-1,888400E-5
3,530000E+2	4,000000E+2	2,531790E-2	1,000009E-3	2,531767E+1	-5,729029E-6	1,000005E-3	-5,729000E-3	1,000000E+0	-9,022187E-10	-1,108379E+9	-1,936700E-5	1,000000E+0	-1,936700E-5
1,636000E+3	1,900000E+3	2,530647E-2	1,000010E-3	2,530622E+1	-5,425853E-6	1,000013E-3	-5,425782E-3	1,000000E+0	-3,201421E-10	-3,123613E+9	-1,819200E-5	1,000000E+0	-1,819200E-5
3,200000E+3	3,400000E+3	2,528799E-2	1,000011E-3	2,528771E+1	-3,550872E-6	1,000011E-3	-3,550833E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-1,724900E-5	1,000000E+0	-1,724900E-5
4,704000E+3	4,900000E+3	2,526653E-2	1,000003E-3	2,526645E+1	-1,869022E-6	1,000012E-3	-1,868999E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-1,839300E-5	1,000000E+0	-1,839300E-5
6,313000E+3	6,400000E+3	2,524799E-2	1,000010E-3	2,524774E+1	-5,836927E-7	1,000005E-3	-5,836898E-4	1,000000E+0	-7,566996E-10	-1,321528E+9	-1,635200E-5	1,000000E+0	-1,635200E-5
7,882000E+3	7,900000E+3	2,522699E-2	1,000013E-3	2,522666E+1	4,511722E-7	1,000011E-3	4,511672E-4	1,000000E+0	-5,529728E-10	-1,808407E+9	-1,324500E-5	1,000000E+0	-1,324500E-5
9,372000E+3	9,400000E+3	2,520521E-2	1,000006E-3	2,520506E+1	1,229634E-6	1,000007E-3	1,229626E-3	1,000000E+0	-5,820766E-10	-1,717987E+9	-1,342900E-5	1,000000E+0	-1,342900E-5
1,094600E+4	1,090000E+4	2,518663E-2	1,000012E-3	2,518633E+1	1,819492E-6	1,000014E-3	1,819466E-3	1,000000E+0	-4,365575E-10	-2,290649E+9	-1,183300E-5	1,000000E+0	-1,183300E-5
1,221800E+4	1,240000E+4	2,516899E-2	1,000010E-3	2,516874E+1	2,154656E-6	1,000011E-3	2,154632E-3	1,000000E+0	-7,275958E-10	-1,374389E+9	-1,354600E-5	1,000000E+0	-1,354600E-5
1,373400E+4	1,390000E+4	2,515235E-2	1,000006E-3	2,515220E+1	2,346681E-6	1,000008E-3	2,346662E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,233900E-5	1,000000E+0	-1,233900E-5
1,496100E+4	1,500000E+4	2,513839E-2	1,000007E-3	2,513821E+1	2,355029E-6	1,000012E-3	2,355001E-3	1,000000E+0	-5,238689E-10	-1,908875E+9	-1,054200E-5	1,000000E+0	-1,054200E-5
