Hmes(G)	Hcons(G)	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt 	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm)
1,098100E+4	1,050000E+4	2,474185E-2	1,000009E-3	2,474163E+1	2,436755E-5	1,000006E-3	2,436741E-2	1,000000E+0	-3,492460E-10	-2,863311E+9	9,093000E-6	1,000000E+0	9,093000E-6
9,420000E+3	9,000000E+3	2,477926E-2	1,000015E-3	2,477889E+1	2,647883E-5	1,000014E-3	2,647846E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	1,563100E-5	1,000000E+0	1,563100E-5
7,875000E+3	7,500000E+3	2,481229E-2	1,000005E-3	2,481217E+1	2,852321E-5	1,000007E-3	2,852301E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	1,605800E-5	1,000000E+0	1,605800E-5
6,354000E+3	6,000000E+3	2,483868E-2	1,000007E-3	2,483851E+1	3,007973E-5	1,000013E-3	3,007934E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	1,672900E-5	1,000000E+0	1,672900E-5
4,880000E+3	4,500000E+3	2,485733E-2	1,000009E-3	2,485711E+1	3,107798E-5	1,000009E-3	3,107770E-2	1,000000E+0	-2,037268E-10	-4,908534E+9	1,800400E-5	1,000000E+0	1,800400E-5
3,322000E+3	3,000000E+3	2,486901E-2	1,000013E-3	2,486869E+1	3,162902E-5	1,000016E-3	3,162852E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	1,939800E-5	1,000000E+0	1,939800E-5
1,802000E+3	1,500000E+3	2,487735E-2	1,000011E-3	2,487708E+1	3,357301E-5	1,000008E-3	3,357275E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	2,104100E-5	1,000000E+0	2,104100E-5
5,280000E+2	4,000000E+2	2,489515E-2	1,000005E-3	2,489503E+1	4,827399E-5	1,000007E-3	4,827365E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	3,582600E-5	1,000000E+0	3,582600E-5
4,190000E+2	3,500000E+2	2,490003E-2	1,000012E-3	2,489973E+1	5,210687E-5	1,000012E-3	5,210624E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	3,866300E-5	1,000000E+0	3,866300E-5
3,540000E+2	3,000000E+2	2,490650E-2	1,000012E-3	2,490620E+1	5,643613E-5	1,000010E-3	5,643557E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	4,339600E-5	1,000000E+0	4,339600E-5
2,920000E+2	2,500000E+2	2,491535E-2	1,000010E-3	2,491510E+1	6,181587E-5	1,000006E-3	6,181549E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	4,857800E-5	1,000000E+0	4,857800E-5
2,320000E+2	2,000000E+2	2,492650E-2	1,000011E-3	2,492623E+1	6,898647E-5	1,000008E-3	6,898592E-2	1,000000E+0	-7,858034E-10	-1,272583E+9	5,673900E-5	1,000000E+0	5,673900E-5
1,720000E+2	1,500000E+2	2,494658E-2	1,000005E-3	2,494646E+1	7,856983E-5	1,000005E-3	7,856944E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	6,707700E-5	1,000000E+0	6,707700E-5
1,130000E+2	1,000000E+2	2,497761E-2	1,000015E-3	2,497724E+1	9,124299E-5	1,000007E-3	9,124235E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	7,731700E-5	1,000000E+0	7,731700E-5
5,500000E+1	5,000000E+1	2,503590E-2	1,000004E-3	2,503580E+1	1,057174E-4	1,000004E-3	1,057170E-1	1,000000E+0	-6,693881E-10	-1,493902E+9	9,271900E-5	1,000000E+0	9,271900E-5
5,000000E+1	0,000000E+0	2,503921E-2	1,000012E-3	2,503891E+1	1,064372E-4	1,000006E-3	1,064366E-1	1,000000E+0	-4,365575E-10	-2,290649E+9	9,510600E-5	1,000000E+0	9,510600E-5
4,900000E+1	-5,000000E+1	2,503978E-2	1,000015E-3	2,503940E+1	1,067478E-4	1,000011E-3	1,067467E-1	1,000000E+0	-6,693881E-10	-1,493902E+9	9,457300E-5	1,000000E+0	9,457300E-5
-5,000000E+0	-1,000000E+2	2,514011E-2	1,000012E-3	2,513981E+1	1,140239E-4	1,000009E-3	1,140229E-1	1,000000E+0	-2,037268E-10	-4,908534E+9	1,005010E-4	1,000000E+0	1,005010E-4
-6,300000E+1	-1,500000E+2	2,501398E-2	1,000008E-3	2,501378E+1	9,590524E-5	1,000004E-3	9,590485E-2	1,000000E+0	-9,022187E-10	-1,108379E+9	8,292600E-5	1,000000E+0	8,292600E-5
-1,200000E+2	-2,000000E+2	2,496305E-2	1,000004E-3	2,496295E+1	8,314132E-5	1,000009E-3	8,314057E-2	1,000000E+0	-7,858034E-10	-1,272583E+9	7,139000E-5	1,000000E+0	7,139000E-5
-1,790000E+2	-2,500000E+2	2,493531E-2	1,000009E-3	2,493509E+1	7,181382E-5	1,000006E-3	7,181339E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	5,952800E-5	1,000000E+0	5,952800E-5
-2,380000E+2	-3,000000E+2	2,491757E-2	1,000004E-3	2,491747E+1	6,312410E-5	1,000009E-3	6,312353E-2	1,000000E+0	-2,328306E-10	-4,294968E+9	4,973200E-5	1,000000E+0	4,973200E-5
-2,960000E+2	-3,500000E+2	2,490803E-2	1,000007E-3	2,490786E+1	5,648378E-5	1,000003E-3	5,648361E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	4,368000E-5	1,000000E+0	4,368000E-5
-3,550000E+2	-4,000000E+2	2,490347E-2	1,000007E-3	2,490330E+1	5,139941E-5	1,000007E-3	5,139905E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	3,746900E-5	1,000000E+0	3,746900E-5
-1,739000E+3	-1,900000E+3	2,487196E-2	1,000012E-3	2,487166E+1	2,248845E-5	1,000010E-3	2,248823E-2	1,000000E+0	-4,074536E-10	-2,454267E+9	1,122700E-5	1,000000E+0	1,122700E-5
-3,232000E+3	-3,400000E+3	2,486430E-2	1,000010E-3	2,486405E+1	1,366673E-5	1,000004E-3	1,366668E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	3,633000E-6	1,000000E+0	3,633000E-6
-4,732000E+3	-4,900000E+3	2,485034E-2	1,000010E-3	2,485009E+1	5,961267E-6	1,000006E-3	5,961231E-3	1,000000E+0	-4,074536E-10	-2,454267E+9	-8,701000E-6	1,000000E+0	-8,701000E-6
-6,282000E+3	-6,400000E+3	2,483111E-2	1,000007E-3	2,483094E+1	-1,802130E-6	1,000010E-3	-1,802112E-3	1,000000E+0	-5,529728E-10	-1,808407E+9	-1,518100E-5	1,000000E+0	-1,518100E-5
-7,822000E+3	-7,900000E+3	2,480330E-2	1,000011E-3	2,480303E+1	-9,235577E-6	1,000012E-3	-9,235466E-3	1,000000E+0	-4,365575E-10	-2,290649E+9	-2,145300E-5	1,000000E+0	-2,145300E-5
-9,361000E+3	-9,400000E+3	2,476732E-2	1,000010E-3	2,476707E+1	-1,571714E-5	1,000004E-3	-1,571708E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	-2,674400E-5	1,000000E+0	-2,674400E-5
-1,091800E+4	-1,090000E+4	2,473187E-2	1,000011E-3	2,473160E+1	-2,005777E-5	1,000006E-3	-2,005765E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	-3,351400E-5	1,000000E+0	-3,351400E-5
-1,237500E+4	-1,240000E+4	2,471279E-2	1,000007E-3	2,471262E+1	-2,107030E-5	1,000008E-3	-2,107013E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	-3,673400E-5	1,000000E+0	-3,673400E-5
-1,378700E+4	-1,390000E+4	2,470119E-2	1,000008E-3	2,470099E+1	-2,103892E-5	1,000001E-3	-2,103890E-2	1,000000E+0	-6,402843E-10	-1,561806E+9	-3,349100E-5	1,000000E+0	-3,349100E-5
-1,495600E+4	-1,500000E+4	2,469564E-2	1,000009E-3	2,469542E+1	-2,087054E-5	1,000005E-3	-2,087043E-2	1,000000E+0	-2,619345E-10	-3,817748E+9	-3,264200E-5	1,000000E+0	-3,264200E-5
-1,398000E+4	-1,350000E+4	2,470429E-2	1,000007E-3	2,470412E+1	-2,184837E-5	1,000011E-3	-2,184813E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	-3,271700E-5	1,000000E+0	-3,271700E-5
-1,256600E+4	-1,200000E+4	2,471588E-2	1,000009E-3	2,471566E+1	-2,199181E-5	1,000006E-3	-2,199167E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	-3,138300E-5	1,000000E+0	-3,138300E-5
-1,113800E+4	-1,050000E+4	2,473882E-2	1,000007E-3	2,473865E+1	-2,051797E-5	1,000008E-3	-2,051781E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	-3,327100E-5	1,000000E+0	-3,327100E-5
-9,460000E+3	-9,000000E+3	2,477565E-2	1,000014E-3	2,477530E+1	-1,582930E-5	1,000008E-3	-1,582917E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	-2,790500E-5	1,000000E+0	-2,790500E-5
-7,892000E+3	-7,500000E+3	2,480883E-2	1,000013E-3	2,480851E+1	-9,189708E-6	1,000010E-3	-9,189616E-3	1,000000E+0	-6,693881E-10	-1,493902E+9	-2,187600E-5	1,000000E+0	-2,187600E-5
-6,350000E+3	-6,000000E+3	2,483699E-2	1,000006E-3	2,483684E+1	-1,617851E-6	1,000009E-3	-1,617837E-3	1,000000E+0	-3,492460E-10	-2,863311E+9	-1,564400E-5	1,000000E+0	-1,564400E-5
-4,794000E+3	-4,500000E+3	2,485800E-2	1,000007E-3	2,485783E+1	6,429817E-6	1,000010E-3	6,429753E-3	1,000000E+0	-3,492460E-10	-2,863311E+9	-6,602000E-6	1,000000E+0	-6,602000E-6
-3,321000E+3	-3,000000E+3	2,486774E-2	1,000007E-3	2,486757E+1	1,429170E-5	1,000009E-3	1,429157E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	-6,350000E-7	1,000000E+0	-6,350000E-7
-1,780000E+3	-1,500000E+3	2,487908E-2	1,000010E-3	2,487883E+1	2,437378E-5	1,000009E-3	2,437356E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	9,810000E-6	1,000000E+0	9,810000E-6
-5,550000E+2	-4,000000E+2	2,489934E-2	1,000008E-3	2,489914E+1	4,540725E-5	1,000009E-3	4,540684E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	3,047500E-5	1,000000E+0	3,047500E-5
-4,240000E+2	-3,500000E+2	2,490597E-2	1,000012E-3	2,490567E+1	5,057343E-5	1,000012E-3	5,057283E-2	1,000000E+0	-3,201421E-10	-3,123613E+9	3,736700E-5	1,000000E+0	3,736700E-5
-3,560000E+2	-3,000000E+2	2,491102E-2	1,000009E-3	2,491080E+1	5,548000E-5	1,000013E-3	5,547928E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	4,028300E-5	1,000000E+0	4,028300E-5
-2,940000E+2	-2,500000E+2	2,492169E-2	1,000012E-3	2,492139E+1	6,139800E-5	1,000010E-3	6,139738E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	4,738600E-5	1,000000E+0	4,738600E-5
-2,330000E+2	-2,000000E+2	2,493464E-2	1,000010E-3	2,493439E+1	6,910013E-5	1,000012E-3	6,909930E-2	1,000000E+0	-6,402843E-10	-1,561806E+9	5,420900E-5	1,000000E+0	5,420900E-5
-1,740000E+2	-1,500000E+2	2,495161E-2	1,000008E-3	2,495141E+1	7,913845E-5	1,000006E-3	7,913798E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	6,346200E-5	1,000000E+0	6,346200E-5
-1,160000E+2	-1,000000E+2	2,498783E-2	1,000006E-3	2,498768E+1	9,224877E-5	1,000007E-3	9,224813E-2	1,000000E+0	-5,238689E-10	-1,908875E+9	7,674600E-5	1,000000E+0	7,674600E-5
-5,700000E+1	-5,000000E+1	2,504817E-2	1,000011E-3	2,504789E+1	1,068376E-4	1,000006E-3	1,068369E-1	1,000000E+0	-5,238689E-10	-1,908875E+9	9,272900E-5	1,000000E+0	9,272900E-5
-5,200000E+1	0,000000E+0	2,505152E-2	1,000010E-3	2,505127E+1	1,075459E-4	1,000004E-3	1,075455E-1	1,000000E+0	-4,656613E-10	-2,147484E+9	9,245800E-5	1,000000E+0	9,245800E-5
-5,100000E+1	5,000000E+1	2,505330E-2	1,000011E-3	2,505302E+1	1,078186E-4	1,000014E-3	1,078171E-1	1,000000E+0	-6,402843E-10	-1,561806E+9	9,234200E-5	1,000000E+0	9,234200E-5
4,000000E+0	1,000000E+2	2,515591E-2	1,000013E-3	2,515558E+1	1,140415E-4	1,000005E-3	1,140410E-1	1,000000E+0	-4,947651E-10	-2,021161E+9	1,005580E-4	1,000000E+0	1,005580E-4
6,000000E+1	1,500000E+2	2,502084E-2	1,000009E-3	2,502061E+1	9,726075E-5	1,000009E-3	9,725988E-2	1,000000E+0	-4,074536E-10	-2,454267E+9	8,146400E-5	1,000000E+0	8,146400E-5
1,190000E+2	2,000000E+2	2,496958E-2	1,000009E-3	2,496936E+1	8,279418E-5	1,000009E-3	8,279344E-2	1,000000E+0	-6,984919E-10	-1,431656E+9	6,995400E-5	1,000000E+0	6,995400E-5
1,780000E+2	2,500000E+2	2,494361E-2	1,000004E-3	2,494351E+1	7,173635E-5	1,000009E-3	7,173571E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	5,959400E-5	1,000000E+0	5,959400E-5
2,360000E+2	3,000000E+2	2,492764E-2	1,000007E-3	2,492747E+1	6,347986E-5	1,000008E-3	6,347936E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	5,053200E-5	1,000000E+0	5,053200E-5
2,950000E+2	3,500000E+2	2,491831E-2	1,000007E-3	2,491814E+1	5,735751E-5	1,000012E-3	5,735682E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	4,254000E-5	1,000000E+0	4,254000E-5
3,530000E+2	4,000000E+2	2,491169E-2	1,000016E-3	2,491129E+1	5,278943E-5	1,000010E-3	5,278891E-2	1,000000E+0	-6,402843E-10	-1,561806E+9	3,697000E-5	1,000000E+0	3,697000E-5
1,692000E+3	1,900000E+3	2,488321E-2	1,000011E-3	2,488294E+1	3,159713E-5	1,000011E-3	3,159678E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	1,751200E-5	1,000000E+0	1,751200E-5
3,230000E+3	3,400000E+3	2,487756E-2	1,000011E-3	2,487729E+1	3,063840E-5	1,000013E-3	3,063800E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	1,992600E-5	1,000000E+0	1,992600E-5
4,760000E+3	4,900000E+3	2,486605E-2	1,000011E-3	2,486578E+1	3,034276E-5	1,000015E-3	3,034230E-2	1,000000E+0	-4,365575E-10	-2,290649E+9	1,857500E-5	1,000000E+0	1,857500E-5
6,228000E+3	6,400000E+3	2,484579E-2	1,000007E-3	2,484562E+1	2,918125E-5	1,000013E-3	2,918087E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	1,540600E-5	1,000000E+0	1,540600E-5
7,727000E+3	7,900000E+3	2,481898E-2	1,000008E-3	2,481878E+1	2,766809E-5	1,000010E-3	2,766782E-2	1,000000E+0	-4,947651E-10	-2,021161E+9	1,541400E-5	1,000000E+0	1,541400E-5
9,210000E+3	9,400000E+3	2,478108E-2	1,000005E-3	2,478096E+1	2,562493E-5	1,000006E-3	2,562477E-2	1,000000E+0	-2,910383E-10	-3,435974E+9	1,241300E-5	1,000000E+0	1,241300E-5
1,074400E+4	1,090000E+4	2,474746E-2	1,000009E-3	2,474724E+1	2,348206E-5	1,000006E-3	2,348192E-2	1,000000E+0	-4,656613E-10	-2,147484E+9	9,663000E-6	1,000000E+0	9,663000E-6
1,240600E+4	1,240000E+4	2,472897E-2	1,000007E-3	2,472880E+1	2,190421E-5	1,000007E-3	2,190406E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	8,581000E-6	1,000000E+0	8,581000E-6
1,386200E+4	1,390000E+4	2,471730E-2	1,000013E-3	2,471698E+1	2,092448E-5	1,000006E-3	2,092435E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	7,595000E-6	1,000000E+0	7,595000E-6
1,486600E+4	1,500000E+4	2,471090E-2	1,000009E-3	2,471068E+1	2,065560E-5	1,000007E-3	2,065545E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	8,439000E-6	1,000000E+0	8,439000E-6
