Ang. Meas. (°)	Ang. Cons. (°))	V1xx (V)	I1xx(A)	R1xx(Ohm)	V2xy (V)	I2xx (A)	R2xy (Ohm)	Virt	Iload ((A)	Rvirt (Ohm)	Vload (V)	Ivirt	Rvirt (Ohm).1	Temp (K)	Applied Field (G)
2,099912E+2	2,100000E+2	2,488769E-2	9,999975E-4	2,488775E+1	8,580900E-6	9,999963E-4	8,580931E-3	1,000000E+0	-6,984919E-10	-1,431656E+9	-7,706000E-6	1,000000E+0	-7,706000E-6	2,930400E+2	1,007000E+3
2,199914E+2	2,200000E+2	2,488600E-2	9,999953E-4	2,488612E+1	1,064419E-5	9,999969E-4	1,064422E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	-4,768000E-6	1,000000E+0	-4,768000E-6	2,930500E+2	1,007000E+3
2,299905E+2	2,300000E+2	2,487844E-2	9,999966E-4	2,487852E+1	1,379726E-5	9,999983E-4	1,379728E-2	1,000000E+0	-5,820766E-10	-1,717987E+9	8,090000E-7	1,000000E+0	8,090000E-7	2,930400E+2	1,007000E+3
2,399912E+2	2,400000E+2	2,487761E-2	9,999961E-4	2,487771E+1	1,920494E-5	1,000004E-3	1,920486E-2	1,000000E+0	-7,858034E-10	-1,272583E+9	5,772000E-6	1,000000E+0	5,772000E-6	2,930400E+2	1,007000E+3
2,499918E+2	2,500000E+2	2,488012E-2	9,999976E-4	2,488018E+1	2,939113E-5	9,999963E-4	2,939124E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	1,655000E-5	1,000000E+0	1,655000E-5	2,930500E+2	1,006000E+3
2,599932E+2	2,600000E+2	2,485576E-2	9,999984E-4	2,485580E+1	5,593233E-5	1,000004E-3	5,593210E-2	1,000000E+0	-7,566996E-10	-1,321528E+9	4,411200E-5	1,000000E+0	4,411200E-5	2,930500E+2	1,006000E+3
2,699910E+2	2,700000E+2	2,443987E-2	9,999998E-4	2,443987E+1	3,630672E-5	9,999993E-4	3,630674E-2	1,000000E+0	-6,693881E-10	-1,493902E+9	2,456800E-5	1,000000E+0	2,456800E-5	2,930600E+2	1,006000E+3
2,799931E+2	2,800000E+2	2,485998E-2	1,000007E-3	2,485981E+1	-5,708141E-5	9,999984E-4	-5,708151E-2	1,000000E+0	-7,275958E-10	-1,374389E+9	-7,005000E-5	1,000000E+0	-7,005000E-5	2,930600E+2	1,005000E+3
2,899917E+2	2,900000E+2	2,488686E-2	9,999947E-4	2,488699E+1	-2,863755E-5	9,999947E-4	-2,863771E-2	1,000000E+0	-9,895302E-10	-1,010581E+9	-4,647900E-5	1,000000E+0	-4,647900E-5	2,930500E+2	1,005000E+3
2,999911E+2	3,000000E+2	2,488769E-2	1,000001E-3	2,488767E+1	-1,779477E-5	9,999991E-4	-1,779478E-2	1,000000E+0	-5,529728E-10	-1,808407E+9	-3,597900E-5	1,000000E+0	-3,597900E-5	2,930600E+2	1,004000E+3
